    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      9.4486      9.4486     14.7464     17.9073       2      0.0313
    2      9.4486      9.4486      9.4798     10.0922       1      0.0312
  -------------------------------------------------------------------------
