0.0;  7.63964e-07
0.5;  5.58438e-07
1.0;  2.67822e-07
1.5;  1.55471e-07
2.0;  1.1814e-07
2.5;  1.07441e-07
3.0;  1.10303e-07
3.5;  1.19099e-07
4.0;  1.28174e-07
4.5;  1.35644e-07
5.0;  1.4437e-07
5.5;  1.51741e-07
6.0;  1.32891e-07
6.5;  1.08979e-07
7.0;  1.20581e-07
7.5;  1.29035e-07
8.0;  1.16504e-07
8.5;  9.91238e-08
9.0;  7.86781e-08
9.5;  6.30431e-08
10.0;  5.04335e-08
10.5;  4.15734e-08
11.0;  3.62914e-08
11.5;  3.71515e-08
12.0;  6.71987e-08
12.5;  1.18962e-07
13.0;  1.37814e-07
13.5;  1.10259e-07
14.0;  6.92012e-08
14.5;  3.32929e-08
15.0;  1.74272e-08
15.5;  2.59184e-08
16.0;  4.69755e-08
16.5;  7.173e-08
17.0;  9.25164e-08
17.5;  1.11976e-07
18.0;  1.28464e-07
18.5;  1.31028e-07
19.0;  1.21455e-07
19.5;  1.13726e-07
20.0;  1.21744e-07
20.5;  1.33396e-07
21.0;  1.26994e-07
21.5;  1.08095e-07
22.0;  9.26164e-08
22.5;  8.85215e-08
23.0;  9.88147e-08
23.5;  1.28264e-07
24.0;  1.81306e-07
24.5;  2.59357e-07
25.0;  3.38058e-07
25.5;  3.74088e-07
26.0;  3.71783e-07
26.5;  3.09814e-07
27.0;  1.84589e-07
27.5;  9.70375e-08
28.0;  7.04145e-08
28.5;  6.12421e-08
29.0;  6.17538e-08
29.5;  6.80533e-08
30.0;  7.58065e-08
30.5;  8.09284e-08
31.0;  8.64241e-08
31.5;  9.53998e-08
32.0;  1.00196e-07
32.5;  7.85861e-08
33.0;  4.56276e-08
33.5;  3.25809e-08
34.0;  2.66837e-08
34.5;  2.33703e-08
35.0;  1.85813e-08
35.5;  9.00151e-09
36.0;  2.97386e-09
36.5;  6.84345e-10
37.0;  6.56017e-09
37.5;  2.23945e-08
38.0;  3.99307e-08
38.5;  5.30313e-08
39.0;  5.34861e-08
39.5;  3.28586e-08
40.0;  7.2549e-09
40.5;  -1.09259e-08
41.0;  -1.79867e-08
41.5;  -5.15478e-09
42.0;  1.47531e-08
42.5;  2.96016e-08
43.0;  4.0389e-08
43.5;  4.76004e-08
44.0;  5.4742e-08
44.5;  5.86613e-08
45.0;  5.75318e-08
45.5;  5.12211e-08
46.0;  3.48982e-08
46.5;  1.50143e-08
47.0;  4.22612e-09
47.5;  1.29875e-10
48.0;  -1.12968e-10
48.5;  1.20564e-08
49.0;  3.03816e-08
49.5;  4.92075e-08
50.0;  7.44147e-08
50.5;  9.50024e-08
51.0;  9.47737e-08
51.5;  7.78772e-08
52.0;  7.72193e-08
52.5;  9.21035e-08
53.0;  6.8318e-08
53.5;  1.50152e-08
54.0;  -1.65096e-08
54.5;  -2.52882e-08
55.0;  -2.51787e-08
55.5;  -1.88252e-08
56.0;  -8.59439e-09
56.5;  2.4071e-09
57.0;  1.10809e-08
57.5;  1.77273e-08
58.0;  1.84447e-08
58.5;  -7.03409e-09
