0.0;  7.63964e-07
0.5;  5.58441e-07
1.0;  2.67827e-07
1.5;  1.55477e-07
2.0;  1.18148e-07
2.5;  1.07452e-07
3.0;  1.1032e-07
3.5;  1.19123e-07
4.0;  1.28208e-07
4.5;  1.3569e-07
5.0;  1.44431e-07
5.5;  1.51818e-07
6.0;  1.32971e-07
6.5;  1.09056e-07
7.0;  1.2068e-07
7.5;  1.29157e-07
8.0;  1.16629e-07
8.5;  9.92441e-08
9.0;  7.87851e-08
9.5;  6.31387e-08
10.0;  5.05182e-08
10.5;  4.16504e-08
11.0;  3.63651e-08
11.5;  3.7234e-08
12.0;  6.73613e-08
12.5;  1.19274e-07
13.0;  1.38205e-07
13.5;  1.10597e-07
14.0;  6.94293e-08
14.5;  3.34106e-08
15.0;  1.74931e-08
15.5;  2.60232e-08
16.0;  4.71778e-08
16.5;  7.20587e-08
17.0;  9.29664e-08
17.5;  1.12553e-07
18.0;  1.29165e-07
18.5;  1.31783e-07
19.0;  1.22194e-07
19.5;  1.14454e-07
20.0;  1.22565e-07
20.5;  1.34341e-07
21.0;  1.27938e-07
21.5;  1.08938e-07
22.0;  9.33726e-08
22.5;  8.92776e-08
23.0;  9.96968e-08
23.5;  1.2946e-07
24.0;  1.83069e-07
24.5;  2.61987e-07
25.0;  3.41628e-07
25.5;  3.78199e-07
26.0;  3.76032e-07
26.5;  3.13493e-07
27.0;  1.86865e-07
27.5;  9.82792e-08
28.0;  7.13489e-08
28.5;  6.20843e-08
29.0;  6.26334e-08
29.5;  6.90566e-08
30.0;  7.69628e-08
30.5;  8.22047e-08
31.0;  8.78326e-08
31.5;  9.70057e-08
32.0;  1.01937e-07
32.5;  7.99953e-08
33.0;  4.64715e-08
33.5;  3.32021e-08
34.0;  2.7208e-08
34.5;  2.38433e-08
35.0;  1.89685e-08
35.5;  9.19454e-09
36.0;  3.03947e-09
36.5;  6.99872e-10
37.0;  6.71318e-09
37.5;  2.29313e-08
38.0;  4.09139e-08
38.5;  5.43722e-08
39.0;  5.48744e-08
39.5;  3.37339e-08
40.0;  7.45318e-09
40.5;  -1.12322e-08
41.0;  -1.85037e-08
41.5;  -5.30664e-09
42.0;  1.51985e-08
42.5;  3.05171e-08
43.0;  4.16682e-08
43.5;  4.91441e-08
44.0;  5.65592e-08
44.5;  6.06542e-08
45.0;  5.95315e-08
45.5;  5.30421e-08
46.0;  3.6167e-08
46.5;  1.55724e-08
47.0;  4.3867e-09
47.5;  1.34918e-10
48.0;  -1.17449e-10
48.5;  1.2545e-08
49.0;  3.16391e-08
49.5;  5.1287e-08
50.0;  7.76252e-08
50.5;  9.91859e-08
51.0;  9.90326e-08
51.5;  8.14479e-08
52.0;  8.08311e-08
52.5;  9.64973e-08
53.0;  7.16414e-08
53.5;  1.57599e-08
54.0;  -1.73443e-08
54.5;  -2.65914e-08
55.0;  -2.6501e-08
55.5;  -1.98325e-08
56.0;  -9.06291e-09
56.5;  2.54076e-09
57.0;  1.17076e-08
57.5;  1.87482e-08
58.0;  1.95261e-08
58.5;  -7.45393e-09
59.0;  -6.04963e-08
59.5;  -8.50381e-08
60.0;  -7.1116e-08
60.5;  -6.6817e-08
61.0;  -6.88269e-08
61.5;  -5.66763e-08
62.0;  -4.43192e-08
62.5;  -3.83726e-08
63.0;  -3.41067e-08
63.5;  -3.43095e-08
64.0;  -4.2124e-08
64.5;  -5.11785e-08
65.0;  -5.55249e-08
65.5;  -5.18948e-08
66.0;  -4.82493e-08
66.5;  -5.12353e-08
67.0;  -5.34504e-08
67.5;  -5.61197e-08
68.0;  -5.61526e-08
68.5;  -5.33663e-08
69.0;  -5.5085e-08
69.5;  -5.79676e-08
70.0;  -5.68153e-08
70.5;  -5.48355e-08
71.0;  -6.28016e-08
71.5;  -8.37589e-08
72.0;  -1.04422e-07
72.5;  -1.16601e-07
73.0;  -1.22861e-07
73.5;  -1.19479e-07
74.0;  -1.09996e-07
74.5;  -1.01055e-07
75.0;  -8.84119e-08
75.5;  -7.31703e-08
76.0;  -6.37648e-08
76.5;  -6.27906e-08
77.0;  -6.64636e-08
77.5;  -7.02593e-08
78.0;  -7.11048e-08
78.5;  -6.92028e-08
79.0;  -6.76393e-08
79.5;  -7.33221e-08
80.0;  -8.62158e-08
80.5;  -9.45265e-08
81.0;  -9.42894e-08
81.5;  -8.92443e-08
