# Tau [ps];  Dipole autocorrelation
0.3370000029;  -4.821181260E-08
0.3375000029;  -4.700546782E-08
0.3380000029;  -3.729687310E-08
0.3385000029;  -2.732781899E-08
0.3390000029;  -2.919705503E-08
0.3395000030;  -3.640977959E-08
0.3400000030;  -4.586059480E-08
0.3405000030;  -5.564027412E-08
0.3410000030;  -5.691792156E-08
0.3415000030;  -2.748252213E-08
0.3420000030;  5.771932495E-08
0.3425000030;  1.254077285E-07
0.3430000030;  9.381948065E-08
0.3435000030;  3.895165737E-08
0.3440000030;  1.409238599E-08
0.3445000030;  -2.195914809E-08
0.3450000030;  -7.395159570E-08
0.3455000030;  -1.035026141E-07
0.3460000030;  -8.592318769E-08
0.3465000030;  -4.349520397E-08
0.3470000030;  -1.064968869E-08
0.3475000030;  1.133060402E-08
0.3480000030;  4.482771229E-08
0.3485000030;  4.727255932E-08
0.3490000030;  2.350574633E-09
0.3495000030;  -3.793675305E-08
0.3500000030;  -3.438869519E-08
0.3505000030;  3.070265303E-08
0.3510000031;  7.337565023E-08
0.3515000031;  6.371603329E-08
0.3520000031;  4.979893571E-08
0.3525000031;  2.820363377E-08
0.3530000031;  -8.701491069E-09
0.3535000031;  -6.008110733E-08
0.3540000031;  -9.453296380E-08
0.3545000031;  -6.974242332E-08
0.3550000031;  -7.023067433E-09
0.3555000031;  4.151972197E-08
0.3560000031;  8.084137241E-08
0.3565000031;  9.269686209E-08
0.3570000031;  3.696937687E-08
0.3575000031;  -1.281040074E-08
0.3580000031;  -3.185741880E-09
0.3585000031;  1.191949957E-08
0.3590000031;  1.419511937E-08
0.3595000031;  2.586021414E-08
0.3600000031;  5.266850473E-08
0.3605000031;  8.726121203E-08
0.3610000031;  1.188515628E-07
0.3615000031;  1.396561678E-07
0.3620000031;  8.024296397E-08
0.3625000032;  -2.880045537E-08
0.3630000032;  -3.456903477E-08
0.3635000032;  2.122806347E-08
0.3640000032;  5.864203481E-08
0.3645000032;  9.122293188E-08
0.3650000032;  1.054940749E-07
0.3655000032;  9.681128256E-08
0.3660000032;  8.206747757E-08
0.3665000032;  8.680032991E-08
0.3670000032;  1.374684142E-07
0.3675000032;  2.098790170E-07
0.3680000032;  2.291143665E-07
0.3685000032;  2.225601752E-07
0.3690000032;  2.359289514E-07
0.3695000032;  1.831060770E-07
0.3700000032;  7.689669900E-08
0.3705000032;  2.882588624E-08
0.3710000032;  2.471285648E-08
0.3715000032;  1.576395843E-08
0.3720000032;  1.632717001E-08
0.3725000032;  4.552935156E-08
0.3730000032;  8.163041472E-08
0.3735000032;  9.343744245E-08
0.3740000033;  1.033453869E-07
0.3745000033;  1.480130031E-07
0.3750000033;  1.529313633E-07
0.3755000033;  7.933914747E-08
0.3760000033;  4.368564089E-08
0.3765000033;  9.465830371E-08
0.3770000033;  1.527507618E-07
0.3775000033;  1.432738543E-07
0.3780000033;  9.245592595E-08
0.3785000033;  4.280963706E-08
0.3790000033;  7.687806072E-09
0.3795000033;  3.333577927E-09
0.3800000033;  4.095673100E-09
0.3805000033;  -2.191569678E-08
0.3810000033;  -3.179006394E-08
0.3815000033;  4.867669682E-08
0.3820000033;  1.478475055E-07
0.3825000033;  1.760874968E-07
0.3830000033;  1.189959553E-07
0.3835000033;  1.605937839E-08
